name,pred
test_1000183618656797.png,0.6743770241737366
test_1000393965653244.png,0.7190439105033875
test_100071345206782.png,0.8054162263870239
test_100100998368010.png,0.023473070934414864
test_1001897299647728.png,0.7016010284423828
test_1002185713934821.png,0.5673869848251343
test_1003087301733830.png,0.6632612347602844
test_1004381477443244.png,0.07396814227104187
test_1004793951488314.png,0.10856655240058899
test_1005172244305045.png,0.6042882204055786
test_100583623179910.png,0.8028897047042847
test_1007189793991452.png,0.7178167104721069
test_1007468709853180.png,0.562576413154602
test_1007578179039410.png,0.8281984329223633
test_1008136354529386.png,0.8157710433006287
test_1009094566193183.png,0.8355230689048767
test_1009954101740246.png,0.49585720896720886
test_1012706780750251.png,0.32178980112075806
test_1013046926393339.png,0.7588809132575989
test_1013623039765303.png,0.8298690319061279
test_1014377596508951.png,0.28898823261260986
test_1015587185942100.png,0.2025853842496872
test_101592366403776.png,0.6789870262145996
test_1017484576238882.png,0.37493833899497986
test_1018027070836073.png,0.0273008793592453
test_1019611638739526.png,0.28858405351638794
test_1020258843905540.png,0.55812007188797
test_1020378640548283.png,0.1254509687423706
test_1020470639385342.png,0.14774639904499054
test_1021865910112020.png,0.2362225204706192
test_102190189133192.png,0.15936963260173798
test_1022475261211712.png,0.6518427729606628
test_1022841022996544.png,0.8530019521713257
test_1024807197187835.png,0.27874213457107544
test_1025785356189925.png,0.051622625440359116
test_1026688129428265.png,0.0507817342877388
test_1027894313579213.png,0.2350081354379654
test_1029133378308519.png,0.0955919623374939
test_1029359734545510.png,0.3858289420604706
test_1029938828291762.png,0.5302959680557251
test_1029972209259006.png,0.5005006194114685
test_1031213485691526.png,0.8551198840141296
test_1031402807458303.png,0.13906320929527283
test_1035151436874827.png,0.37985533475875854
test_1036734622113147.png,0.8916513919830322
test_1036856661392453.png,0.06003664806485176
test_1038423180314354.png,0.749313235282898
test_1038598317372112.png,0.5322124361991882
test_1039919023577887.png,0.5398417115211487
test_1040026007542384.png,0.22685310244560242
test_1043278771000330.png,0.694791853427887
test_1043590607392375.png,0.4453521966934204
test_1044422652869130.png,0.056997254490852356
test_1044815036177632.png,0.2492699772119522
test_1045086395884884.png,0.15003745257854462
test_1045228197343103.png,0.8985684514045715
test_1048270354973778.png,0.6801409125328064
test_1048587971345583.png,0.372383713722229
test_1050281812263343.png,0.34404855966567993
test_1051668955793789.png,0.8844151496887207
test_1051998386142212.png,0.11022040992975235
test_105291963120532.png,0.18860192596912384
test_1054635511033366.png,0.014036840759217739
test_1055013551923866.png,0.819226861000061
test_1055014913507870.png,0.3099289834499359
test_1056085329815413.png,0.8369003534317017
test_1056619826053032.png,0.2634274661540985
test_1057007314078481.png,0.9388455748558044
test_1057111550503667.png,0.7940446138381958
test_1058278957492803.png,0.3276726305484772
test_105934493487964.png,0.936542272567749
test_1059565738260176.png,0.1658494919538498
test_1060031595067261.png,0.07231426984071732
test_1060092212214023.png,0.67644864320755
test_1060239005033445.png,0.74692302942276
test_1060585921614101.png,0.6140672564506531
test_1062086474497217.png,0.7038017511367798
test_1062391843447270.png,0.5439931154251099
test_1062515618571269.png,0.3450465202331543
test_1062953087406639.png,0.44100338220596313
test_1063576400725345.png,0.4736795127391815
test_1063893160620560.png,0.006921081803739071
test_1065175417317593.png,0.2870387136936188
test_1065713629093668.png,0.3526343107223511
test_1065780483486118.png,0.0822378545999527
test_1066172158881928.png,0.8302743434906006
test_1066275915235946.png,0.8255353569984436
test_1068427120442197.png,0.8722119331359863
test_1068797076049460.png,0.22351570427417755
test_1069662470157321.png,0.8817494511604309
test_1069753099540840.png,0.3218342065811157
test_107104239811075.png,0.568279504776001
test_1071803712079202.png,0.8703283071517944
test_1072018837772114.png,0.3642454445362091
test_1072174717544152.png,0.07070989161729813
